시군구,평수,월세금(만원),건축년도
서울특별시 강서구 마곡동,25.7,0,2017
서울특별시 금천구 독산동,25.3,0,1999
서울특별시 영등포구 영등포동1가,3.9,55,2013
서울특별시 금천구 시흥동,17.7,0,2003
서울특별시 강서구 가양동,25.7,0,2013
서울특별시 강서구 가양동,18.1,0,1999
서울특별시 구로구 구로동,12.8,0,1995
서울특별시 구로구 구로동,3.8,28,2014
서울특별시 구로구 구로동,22.2,0,1995
서울특별시 강서구 방화동,25.6,0,2005
서울특별시 성북구 장위동,25.7,0,2008
서울특별시 성북구 정릉동,25.7,0,2005
서울특별시 노원구 월계동,18.1,90,2006
서울특별시 노원구 월계동,12.0,80,1995
서울특별시 도봉구 창동,18.3,30,1988
서울특별시 강북구 미아동,25.7,70,2011
서울특별시 강북구 미아동,25.6,0,2004
서울특별시 성북구 종암동,34.8,0,2004
서울특별시 성북구 종암동,34.8,0,2004
서울특별시 성북구 길음동,22.4,0,2019
서울특별시 성북구 길음동,33.3,0,2019
서울특별시 성북구 길음동,18.1,220,2019
서울특별시 노원구 하계동,19.8,0,1988
서울특별시 중랑구 중화동,18.1,0,1998
서울특별시 동대문구 답십리동,4.3,18,2013
서울특별시 동대문구 휘경동,18.0,180,2019
서울특별시 중랑구 신내동,18.1,120,1996
서울특별시 동대문구 용두동,25.7,10,2023
서울특별시 동대문구 용두동,18.1,0,2021
서울특별시 성북구 돈암동,40.2,0,1998
서울특별시 중랑구 신내동,25.7,0,1994
서울특별시 성북구 돈암동,34.8,0,2004
서울특별시 성북구 안암동3가,18.7,0,1971
서울특별시 동대문구 전농동,38.3,0,1992
서울특별시 동대문구 전농동,34.8,220,2012
서울특별시 동대문구 전농동,34.8,0,2012
서울특별시 중랑구 망우동,3.9,9,2020
서울특별시 동대문구 이문동,34.8,0,2003
서울특별시 동대문구 청량리동,25.7,115,2001
서울특별시 중랑구 상봉동,4.6,75,2019
서울특별시 동대문구 신설동,13.9,0,2024
서울특별시 중랑구 면목동,4.5,18,2020
서울특별시 중랑구 면목동,28.8,25,2007
서울특별시 중랑구 상봉동,6.1,53,2025
서울특별시 중랑구 상봉동,6.1,53,2025
서울특별시 송파구 잠실동,25.0,100,1978
서울특별시 관악구 신림동,25.2,0,2000
서울특별시 관악구 신림동,25.7,0,2008
서울특별시 관악구 신림동,25.6,105,2004
서울특별시 서초구 잠원동,25.6,240,1992
서울특별시 송파구 잠실동,25.7,0,2008
서울특별시 송파구 잠실동,24.7,0,1978
서울특별시 송파구 잠실동,36.3,350,2008
서울특별시 송파구 신천동,25.7,0,2008
서울특별시 송파구 풍납동,35.8,0,2006
서울특별시 서초구 잠원동,18.0,250,1997
서울특별시 서초구 잠원동,41.5,320,1979
서울특별시 서초구 잠원동,29.9,30,2020
서울특별시 서초구 서초동,24.0,400,1988
서울특별시 서초구 서초동,18.1,480,2021
서울특별시 송파구 석촌동,25.7,0,2000
서울특별시 서초구 서초동,25.3,70,2016
서울특별시 서초구 반포동,21.3,200,1991
서울특별시 송파구 신천동,10.7,150,2008
서울특별시 강남구 청담동,8.4,0,2013
서울특별시 강남구 압구정동,33.7,0,1982
서울특별시 성동구 옥수동,25.5,0,2016
서울특별시 성동구 옥수동,25.7,130,1999
서울특별시 강남구 수서동,12.0,0,1993
서울특별시 강남구 수서동,18.1,0,1992
서울특별시 강남구 삼성동,13.3,270,2008
서울특별시 성동구 옥수동,18.1,0,2016
서울특별시 강남구 대치동,23.2,0,1979
서울특별시 강남구 역삼동,7.8,0,1999
서울특별시 강남구 개포동,25.5,0,2019
서울특별시 강남구 개포동,25.7,300,2019
서울특별시 강남구 청담동,35.4,0,2003
서울특별시 강남구 도곡동,9.6,0,2004
서울특별시 강남구 논현동,25.7,0,1986
서울특별시 종로구 홍파동,18.1,273,2017
서울특별시 강남구 도곡동,18.0,160,1985
서울특별시 강남구 도곡동,36.5,60,2006
서울특별시 강남구 도곡동,35.2,0,1988
서울특별시 강동구 명일동,20.2,160,1983
서울특별시 송파구 가락동,42.7,0,2006
서울특별시 강동구 명일동,6.5,47,2020
서울특별시 강동구 상일동,22.5,0,2021
서울특별시 강동구 고덕동,25.4,0,2019
서울특별시 강동구 고덕동,17.9,0,2019
서울특별시 강동구 고덕동,25.7,320,2016
서울특별시 강동구 고덕동,25.7,0,2016
서울특별시 강동구 성내동,25.7,0,2002
서울특별시 강동구 상일동,18.1,120,2019
서울특별시 강동구 암사동,18.1,0,2004
서울특별시 송파구 가락동,25.7,160,2018
서울특별시 성동구 하왕십리동,25.7,0,2016
서울특별시 광진구 광장동,25.7,0,1990
서울특별시 중구 순화동,24.9,400,2016
서울특별시 광진구 광장동,18.1,90,1990
서울특별시 성동구 하왕십리동,25.6,0,2016
서울특별시 성동구 성수동2가,25.7,0,2006
서울특별시 성동구 행당동,25.7,135,2005
서울특별시 성동구 도선동,4.3,0,2014
서울특별시 성동구 금호동4가,18.1,310,2012
서울특별시 광진구 자양동,25.2,0,1993
서울특별시 성동구 행당동,25.7,135,2005
서울특별시 광진구 자양동,12.2,0,2021
서울특별시 성동구 금호동4가,25.7,170,2010
서울특별시 성동구 금호동3가,25.6,0,2005
서울특별시 강동구 강일동,25.7,0,2011
서울특별시 은평구 대조동,4.6,52,2013
서울특별시 은평구 응암동,18.1,0,2021
서울특별시 은평구 응암동,25.7,0,2021
서울특별시 노원구 중계동,13.5,45,1992
서울특별시 은평구 신사동,18.0,0,1996
서울특별시 은평구 진관동,18.0,120,2009
서울특별시 노원구 상계동,13.1,60,1989
서울특별시 은평구 응암동,18.1,0,2022
서울특별시 은평구 불광동,7.2,10,2015
서울특별시 노원구 상계동,20.9,0,1988
서울특별시 노원구 상계동,12.5,0,1988
서울특별시 서대문구 북아현동,18.1,140,2018
서울특별시 은평구 녹번동,18.1,120,2002
서울특별시 은평구 진관동,50.6,300,2009
서울특별시 서대문구 홍제동,25.7,40,2024
서울특별시 서대문구 북가좌동,25.7,0,2012
서울특별시 서대문구 북가좌동,18.1,120,2012
서울특별시 동작구 신대방동,49.9,230,1997
서울특별시 관악구 봉천동,20.8,0,1992
서울특별시 동작구 상도동,22.7,0,2024
서울특별시 동작구 상도1동,18.3,10,2002
서울특별시 관악구 봉천동,25.7,0,2000
서울특별시 영등포구 당산동3가,12.7,160,2014
서울특별시 동작구 상도동,25.7,0,2016
서울특별시 영등포구 당산동5가,21.8,0,2020
서울특별시 동작구 사당동,47.9,130,2003
서울특별시 동작구 사당동,35.8,0,1993
서울특별시 영등포구 여의도동,31.0,0,1978
서울특별시 영등포구 문래동5가,25.7,0,2017
서울특별시 영등포구 신길동,18.1,0,2021
서울특별시 관악구 봉천동,20.8,0,1992
서울특별시 영등포구 신길동,18.1,60,2022
서울특별시 영등포구 문래동5가,25.7,0,2017
서울특별시 영등포구 당산동1가,20.8,0,1996
서울특별시 관악구 봉천동,18.0,110,2004
서울특별시 영등포구 당산동3가,25.0,0,1979
서울특별시 영등포구 문래동2가,17.7,0,1983
서울특별시 관악구 봉천동,18.1,0,2003
서울특별시 영등포구 문래동3가,25.7,0,2006
서울특별시 동작구 상도동,25.7,0,2013
서울특별시 영등포구 신길동,18.1,0,2022
서울특별시 영등포구 신길동,16.1,0,1986
서울특별시 영등포구 신길동,25.7,0,1997
서울특별시 영등포구 신길동,25.7,130,2020
서울특별시 관악구 봉천동,34.3,110,2006
서울특별시 동작구 상도동,25.7,50,2016
서울특별시 동작구 사당동,25.7,0,2021
서울특별시 동작구 사당동,25.7,0,2003
서울특별시 동작구 사당동,25.7,0,1990
서울특별시 동작구 상도동,17.8,0,2002
서울특별시 영등포구 당산동2가,25.0,0,1994
서울특별시 동작구 흑석동,25.7,160,2023
서울특별시 동작구 흑석동,25.7,0,2023
서울특별시 관악구 봉천동,19.2,45,2007
서울특별시 동작구 흑석동,25.7,0,2023
서울특별시 동작구 흑석동,25.7,300,2012
서울특별시 영등포구 당산동5가,18.1,0,1997
서울특별시 송파구 가락동,25.7,120,2018
서울특별시 강동구 상일동,18.1,10,2019
서울특별시 송파구 장지동,25.7,0,2007
서울특별시 송파구 가락동,25.7,0,2018
서울특별시 송파구 오금동,18.1,0,2017
서울특별시 송파구 문정동,58.2,0,1988
서울특별시 강동구 성내동,25.7,0,2025
서울특별시 송파구 문정동,16.5,20,1993
서울특별시 강동구 암사동,18.0,0,2000
서울특별시 강동구 암사동,25.6,0,2002
서울특별시 강동구 상일동,18.1,70,2020
서울특별시 송파구 거여동,25.7,150,1993
서울특별시 강동구 상일동,18.1,0,2019
서울특별시 강동구 상일동,25.7,0,2019
서울특별시 도봉구 창동,15.1,0,1990
서울특별시 노원구 하계동,25.7,0,1988
서울특별시 노원구 월계동,10.1,0,1986
서울특별시 노원구 하계동,15.0,0,1989
서울특별시 노원구 월계동,15.2,0,1986
서울특별시 성북구 길음동,25.7,210,2003
서울특별시 성북구 길음동,34.8,70,2010
서울특별시 도봉구 쌍문동,10.6,50,1989
서울특별시 노원구 하계동,25.6,0,1999
서울특별시 도봉구 쌍문동,13.4,33,1988
서울특별시 도봉구 방학동,25.7,0,2002
서울특별시 노원구 하계동,16.9,100,1988
서울특별시 도봉구 방학동,25.7,0,1995
서울특별시 강북구 수유동,4.1,80,2020
서울특별시 성북구 장위동,25.7,0,2020
서울특별시 도봉구 창동,25.7,150,1992
서울특별시 강북구 미아동,25.7,170,2010
서울특별시 도봉구 창동,10.9,20,1989
서울특별시 도봉구 창동,25.7,0,1997
서울특별시 노원구 하계동,15.0,0,1989
서울특별시 노원구 공릉동,18.1,140,2022
서울특별시 노원구 공릉동,4.9,42,2021
서울특별시 마포구 망원동,25.6,0,2019
서울특별시 마포구 성산동,18.0,0,1986
서울특별시 마포구 성산동,18.0,0,1986
서울특별시 마포구 성산동,15.3,0,1986
서울특별시 마포구 아현동,18.1,0,2022
서울특별시 마포구 아현동,25.7,260,2022
서울특별시 마포구 아현동,25.7,0,2015
서울특별시 양천구 신월동,21.9,0,1992
서울특별시 양천구 신월동,15.3,0,1988
서울특별시 양천구 신월동,29.9,0,1997
서울특별시 서대문구 남가좌동,18.1,110,2000
서울특별시 강서구 염창동,25.7,0,2004
서울특별시 강서구 염창동,25.7,0,1999
서울특별시 마포구 창전동,5.2,27,2021
서울특별시 마포구 망원동,16.9,0,2005
서울특별시 마포구 망원동,25.4,0,2004
서울특별시 양천구 목동,14.4,0,1985
서울특별시 양천구 목동,14.5,0,1986
서울특별시 양천구 목동,28.7,0,1986
서울특별시 마포구 노고산동,9.8,105,2004
서울특별시 마포구 신수동,25.7,220,2019
서울특별시 양천구 신정동,21.7,0,1988
서울특별시 양천구 신정동,34.9,70,2005
서울특별시 양천구 신정동,25.6,0,2021
서울특별시 마포구 아현동,18.1,0,2022
서울특별시 마포구 신공덕동,25.6,0,2000
서울특별시 마포구 현석동,25.7,180,2016
서울특별시 구로구 항동,25.7,170,2019
서울특별시 구로구 개봉동,18.1,0,2001
서울특별시 구로구 개봉동,34.8,150,2001
서울특별시 강서구 가양동,25.5,0,1999
서울특별시 강서구 화곡동,8.2,0,2021
서울특별시 강서구 화곡동,8.8,88,2018
서울특별시 강서구 화곡동,6.6,60,2013
서울특별시 강서구 화곡동,6.9,4,2020
서울특별시 금천구 가산동,9.1,93,2017
서울특별시 구로구 신도림동,6.3,72,2015
서울특별시 구로구 신도림동,18.1,100,1999
서울특별시 구로구 신도림동,25.7,0,2000
서울특별시 구로구 구로동,18.0,110,2000
서울특별시 구로구 구로동,9.8,0,1987
서울특별시 구로구 구로동,22.3,100,1986
서울특별시 영등포구 영등포동1가,25.7,170,2006
서울특별시 금천구 시흥동,16.3,15,1980
서울특별시 금천구 가산동,3.7,0,2014
서울특별시 구로구 항동,25.7,0,2019
서울특별시 금천구 시흥동,20.3,0,1986
서울특별시 금천구 가산동,3.7,7,2014
서울특별시 영등포구 영등포동,22.1,120,2002
서울특별시 영등포구 영등포동,22.1,0,2002
서울특별시 강남구 수서동,10.0,0,1992
서울특별시 강남구 청담동,33.1,300,1984
서울특별시 강남구 개포동,18.1,410,2023
서울특별시 강남구 개포동,25.7,520,2019
서울특별시 강남구 개포동,18.1,0,2020
서울특별시 강남구 압구정동,63.1,0,1978
서울특별시 강남구 압구정동,59.5,0,1978
서울특별시 강남구 도곡동,20.4,180,2006
서울특별시 강남구 삼성동,9.5,190,2008
서울특별시 강남구 율현동,34.8,0,2015
서울특별시 종로구 홍파동,30.9,0,2017
서울특별시 강남구 일원동,25.7,0,1994
서울특별시 강남구 수서동,10.4,110,1993
서울특별시 강남구 역삼동,25.6,0,2006
서울특별시 강남구 대치동,18.1,160,2008
서울특별시 강남구 도곡동,18.1,0,2006
서울특별시 강남구 도곡동,32.3,0,2016
서울특별시 강남구 도곡동,38.9,0,2004
서울특별시 강남구 수서동,15.1,0,1992
서울특별시 강남구 대치동,25.5,160,1980
서울특별시 강남구 일원동,25.7,0,2021
서울특별시 강남구 대치동,8.7,120,2013
서울특별시 중랑구 상봉동,4.7,75,2019
서울특별시 동대문구 전농동,34.8,0,2012
서울특별시 동대문구 휘경동,25.7,0,2007
서울특별시 동대문구 휘경동,18.1,0,2013
서울특별시 성북구 돈암동,18.1,130,1998
서울특별시 중랑구 상봉동,6.1,53,2025
서울특별시 동대문구 회기동,15.6,60,2003
서울특별시 중랑구 상봉동,6.1,60,2025
서울특별시 동대문구 이문동,34.7,200,2002
서울특별시 동대문구 청량리동,25.7,0,1997
서울특별시 동대문구 청량리동,30.7,115,1978
서울특별시 성북구 동소문동5가,25.7,0,2006
서울특별시 서초구 서초동,50.0,0,1988
서울특별시 서초구 반포동,59.9,0,2009
서울특별시 송파구 풍납동,23.0,0,2019
서울특별시 송파구 잠실동,36.3,580,2008
서울특별시 송파구 잠실동,25.7,180,2006
서울특별시 송파구 잠실동,25.7,0,2006
서울특별시 송파구 잠실동,25.7,0,2008
서울특별시 서초구 우면동,15.9,0,1994
서울특별시 서초구 방배동,24.3,0,1991
서울특별시 서초구 서초동,33.5,140,2006
서울특별시 서초구 잠원동,25.6,0,1992
서울특별시 서초구 잠원동,32.0,0,1979
서울특별시 서초구 잠원동,30.0,680,2025
서울특별시 관악구 신림동,17.9,0,1998
서울특별시 관악구 신림동,25.7,0,1996
서울특별시 송파구 신천동,25.7,0,2008
서울특별시 서초구 반포동,67.4,0,2009
서울특별시 서초구 반포동,40.5,0,2023
